"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","CAN.PCPIPCH.A","OBS_VALUE","Canada","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","2025","National Statistics Office","2002","","","","","No","","","","","","Canadian dollar","10.183","12.462","10.803","5.816","4.339","3.951","4.174","4.365","4.031","4.984","4.780","5.626","1.490","1.865","0.166","2.149","1.571","1.621","0.996","1.735","2.719","2.525","2.258","2.759","1.857","2.214","2.002","2.138","2.370","0.299","1.777","2.912","1.516","0.938","1.907","1.125","1.429","1.597","2.268","1.949","0.717","3.395","6.779","3.896","2.382","2.078","2.537","2.095","1.993","2.032","2.007","1.954"
"IMF.RES:WEO(9.0.0)","CAN.GGXWDG_NGDP.A","OBS_VALUE","Canada","Gross debt, General government, Percent of GDP","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Preliminary data: based on quarterly data. Fiscal data are on a calendar year basis. Canada's net debt corresponds to net financial liabilities as reported by Statistics Canada and includes equity and investment fund shares, which Canada has built up substantially. Statistics Canada made a methodological change in late 2022 to value assets at market value instead of book value, which has decreased net debt. Historical data source: Some historical data is also from National Statistics Office. Instruments included in gross and net debt: Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable.","2024","Ministry of Finance or Treasury","","January/December","","Projections use the baseline forecasts from Budget 2025 and the latest provincial budget updates. IMF staff make some adjustments to these forecasts, including those for differences in macroeconomic projections. IMF staff’s forecast also incorporates the most recent data releases from Statistics Canada’s National Economic Accounts, including quarterly federal, provincial, and territorial budgetary outturns.","Accrual","","","Central Government; State Government; Local Government; Social Security Funds","Face value","Loans; Securities Other than Shares","","Canadian dollar","44.590","46.077","51.707","57.211","60.213","65.166","69.323","69.761","69.745","70.987","73.744","81.658","88.230","94.730","97.480","100.084","100.244","95.272","93.290","88.966","80.437","81.462","79.604","75.912","71.889","70.640","69.920","67.181","70.356","81.803","83.975","84.284","87.015","87.703","85.755","92.283","92.478","90.989","90.756","90.110","118.064","112.606","103.541","105.071","110.019","113.506","110.733","109.454","108.088","106.685","105.167","103.525"
"IMF.RES:WEO(9.0.0)","CHE.NGDPDPC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","US dollar","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","European System of Accounts (ESA) 2010","Quarterly national accounts data are the responsibility of the State Secretariat for Economic Affairs (SECO)","2025","National Statistics Office","2020","January/December","Yes, from 1980","","","","","","","","","Swiss franc","19719.765","17988.992","18320.902","18150.818","17272.919","17459.127","24912.878","31009.680","33287.007","31918.129","40436.747","40413.194","41493.629","39998.566","43896.033","51041.121","48922.368","42208.934","43233.679","42350.274","39416.937","40334.670","43290.345","50122.321","55501.929","57238.650","60128.668","66499.503","75664.809","73143.933","78278.897","92386.106","87772.787","89462.195","91054.666","85683.483","83889.957","83954.213","87366.692","86231.738","87797.149","96895.469","98220.060","105353.239","108255.920","115620.125","126176.833","130035.195","134679.474","138845.592","144018.423","148483.234"
"IMF.RES:WEO(9.0.0)","CAN.NGDPDPC.A","OBS_VALUE","Canada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","US dollar","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Data rebased to 2017","2025","National Statistics Office","2017","January/December","Yes, from 1980","","","","","","","","","Canadian dollar","11281.422","12396.666","12543.938","13493.198","13947.358","14185.922","14539.750","16408.139","19041.182","20842.455","21572.137","21885.570","20984.778","20210.452","20024.581","20706.725","21325.690","21930.485","21046.556","22340.553","24296.721","23859.770","24279.800","28340.085","32178.496","36440.967","40559.017","44717.074","46773.744","40989.278","47625.742","52285.815","52745.057","52711.320","51025.428","43628.425","42382.499","45192.368","46617.970","46430.975","43573.195","52907.542","56608.779","55002.356","55209.059","55764.707","60304.564","63468.177","66123.089","68607.165","71028.366","73536.111"
"IMF.RES:WEO(9.0.0)","CHE.PCPIE.A","OBS_VALUE","Switzerland","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","Index","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","December 2025 = 100","2025","National Statistics Office","2025","","","","","No","","","","","","Swiss franc","52.778","56.246","59.297","60.539","62.284","64.269","64.281","65.480","66.770","70.135","73.869","77.751","80.437","82.435","82.778","84.363","84.997","85.293","85.128","86.527","87.815","88.106","88.882","89.380","90.532","91.415","91.990","93.850","94.524","94.804","95.312","94.754","94.342","94.419","94.129","92.930","92.953","93.767","94.444","94.620","93.876","95.341","98.074","99.778","100.417","100.485","101.094","101.751","102.447","103.184","103.906","104.634"
"IMF.RES:WEO(9.0.0)","CHE.PPPPC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","19349.454","21426.624","22313.895","23199.704","24685.698","26308.530","27209.006","28157.439","29877.817","32164.068","34319.560","34726.919","35023.890","35486.982","36381.729","37071.139","37733.121","39072.234","40504.825","41590.521","43872.567","45376.697","45887.493","46265.379","48370.144","51031.753","54487.984","57825.050","59702.949","58063.615","60011.753","61488.709","62706.252","64273.080","66183.853","66926.673","68146.448","69602.764","72472.346","75576.444","74621.748","84615.080","93149.595","96601.424","98728.608","102095.684","105679.808","108680.602","111692.955","114260.296","117659.680","120396.329"
"IMF.RES:WEO(9.0.0)","CAN.GGSB.A","OBS_VALUE","Canada","Structural balance, General government, Domestic currency","Annual","Billions","Domestic currency","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Preliminary data: based on quarterly data. Fiscal data are on a calendar year basis. Canada's net debt corresponds to net financial liabilities as reported by Statistics Canada and includes equity and investment fund shares, which Canada has built up substantially. Statistics Canada made a methodological change in late 2022 to value assets at market value instead of book value, which has decreased net debt. Historical data source: Some historical data is also from National Statistics Office. Instruments included in gross and net debt: Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable.","2024","Ministry of Finance or Treasury","","January/December","","Projections use the baseline forecasts from Budget 2025 and the latest provincial budget updates. IMF staff make some adjustments to these forecasts, including those for differences in macroeconomic projections. IMF staff’s forecast also incorporates the most recent data releases from Statistics Canada’s National Economic Accounts, including quarterly federal, provincial, and territorial budgetary outturns.","Accrual","","","Central Government; State Government; Local Government; Social Security Funds","Face value","Loans; Securities Other than Shares","","Canadian dollar","-15.904","-46.316","-21.307","-27.821","-35.211","-44.758","-37.485","-34.331","-34.263","-39.132","-50.882","-54.001","-58.156","-59.184","-56.059","-46.939","-19.759","3.729","3.552","11.507","14.693","1.399","-5.524","2.134","10.482","15.515","15.338","13.025","-8.540","-33.144","-62.729","-54.631","-41.923","-28.418","-11.020","0.376","1.031","-6.704","1.016","-5.309","-188.876","-51.898","2.881","-6.764","-25.492","-38.377","-74.991","-76.287","-74.621","-72.197","-68.312","-62.913"
"IMF.RES:WEO(9.0.0)","CAN.GGXWDN_NGDP.A","OBS_VALUE","Canada","Net debt, General government, Percent of GDP","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Preliminary data: based on quarterly data. Fiscal data are on a calendar year basis. Canada's net debt corresponds to net financial liabilities as reported by Statistics Canada and includes equity and investment fund shares, which Canada has built up substantially. Statistics Canada made a methodological change in late 2022 to value assets at market value instead of book value, which has decreased net debt. Historical data source: Some historical data is also from National Statistics Office. Instruments included in gross and net debt: Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable.","2024","Ministry of Finance or Treasury","","January/December","","Projections use the baseline forecasts from Budget 2025 and the latest provincial budget updates. IMF staff make some adjustments to these forecasts, including those for differences in macroeconomic projections. IMF staff’s forecast also incorporates the most recent data releases from Statistics Canada’s National Economic Accounts, including quarterly federal, provincial, and territorial budgetary outturns.","Accrual","","","Central Government; State Government; Local Government; Social Security Funds","Face value","Loans; Securities Other than Shares","","Canadian dollar","14.481","13.569","19.244","25.670","29.600","35.252","39.646","39.267","38.344","41.374","43.927","50.303","56.718","62.096","66.156","66.682","65.878","61.523","57.463","50.508","41.989","40.289","38.944","35.433","34.619","29.315","24.979","22.108","22.773","26.869","28.377","29.046","28.614","27.016","22.082","18.944","18.206","12.816","11.843","8.727","16.239","14.109","13.328","12.742","10.834","10.192","10.342","10.680","10.699","10.697","10.548","10.398"
"IMF.RES:WEO(9.0.0)","CAN.TX_RPCH.A","OBS_VALUE","Canada","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Methodology used to derive volumes: Weighted average of volume changes. Formula used to derive volumes: Fisher. Trade system: General trade. Excluded items in trade: Re-exports;Re-imports. Oil coverage: Refers to energy exports (crude oil, natural gas, coal, and other). Valuation of exports: Free on board (FOB). Total energy is used for the oil export deflator. Valuation of imports: Cost, insurance, freight (CIF). Total energy is used for the oil import deflator","2025","National Statistics Office","2014","","Yes, from 1997","","","","","","","","Primary or unrefined products; Secondary or refined products","Canadian dollar","0.953","1.776","-1.348","5.761","18.652","4.540","4.526","3.202","9.084","0.893","4.603","1.666","7.486","10.794","12.824","8.869","5.955","8.631","9.520","10.792","8.965","-2.694","1.200","-1.692","5.559","2.281","0.887","1.084","-4.554","-12.950","6.676","4.797","2.764","2.453","6.319","3.399","1.525","1.491","3.589","2.275","-8.992","3.308","4.552","6.265","0.926","-1.683","1.673","1.533","2.349","3.430","3.653","3.729"
"IMF.RES:WEO(9.0.0)","CAN.GGR_NGDP.A","OBS_VALUE","Canada","Revenue, General government, Percent of GDP","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Preliminary data: based on quarterly data. Fiscal data are on a calendar year basis. Canada's net debt corresponds to net financial liabilities as reported by Statistics Canada and includes equity and investment fund shares, which Canada has built up substantially. Statistics Canada made a methodological change in late 2022 to value assets at market value instead of book value, which has decreased net debt. Historical data source: Some historical data is also from National Statistics Office. Instruments included in gross and net debt: Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable.","2024","Ministry of Finance or Treasury","","January/December","","Projections use the baseline forecasts from Budget 2025 and the latest provincial budget updates. IMF staff make some adjustments to these forecasts, including those for differences in macroeconomic projections. IMF staff’s forecast also incorporates the most recent data releases from Statistics Canada’s National Economic Accounts, including quarterly federal, provincial, and territorial budgetary outturns.","Accrual","","","Central Government; State Government; Local Government; Social Security Funds","Face value","Loans; Securities Other than Shares","","Canadian dollar","36.903","38.940","39.501","38.972","38.819","38.712","39.485","39.682","40.251","40.535","42.179","43.078","43.308","42.543","42.076","42.245","42.811","43.502","43.549","43.429","43.197","41.632","40.160","40.149","39.902","40.074","40.488","40.339","38.960","39.539","38.326","38.267","38.402","38.466","38.545","39.957","40.300","40.343","41.022","40.572","41.413","42.414","41.030","41.645","42.221","42.186","41.897","41.717","41.588","41.577","41.620","41.728"
